condition,profile_id,gender,year_birth,race,education,income,party,donation,newsletter,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,trust_post_1,distrust_1,funding_5,policy_1_1,policy_2_1,policy_3_1,policy_4_1,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,belief_post_1,concern_1_1,concern_2_1,concern_3_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1
Model accuracy,p00710,1,2000,1,2,3,1,10,No,80,85,90,95,98,96,92,94,97,99,100,95,70,30,50,98,30,99,95,70,80,85,95,65,98,90,95,80,90,95,98,99,90,85,97,95,20,60,80,15,30,40
Model accuracy,p00711,3,1997,5,4,3,1,5,Yes,95,92,98,99,97,96,93,94,98,95,99,92,100,0,50,95,50,85,70,70,85,80,90,60,90,80,90,95,80,50,80,85,60,30,40,50,20,80,60,30,90,40
Model accuracy,p00712,1,1984,1,1,3,1,9,Yes,80,85,90,95,98,92,75,80,88,60,65,50,85,5,40,100,0,98,90,85,90,88,95,80,95,95,98,92,98,100,80,95,90,85,92,98,25,40,60,10,80,50
Model accuracy,p00713,1,1995,1,4,4,2,8,Yes,95,90,92,98,96,97,99,95,94,88,92,90,100,0,50,98,70,95,90,80,90,85,95,40,95,99,100,98,98,95,90,97,94,80,92,96,60,80,90,70,85,95
Model accuracy,p00714,2,2002,1,3,4,1,7,Yes,95,92,98,99,100,96,91,94,97,85,88,90,92,2,80,98,5,95,90,82,88,85,92,75,95,85,92,80,98,99,95,98,85,70,90,92,30,95,80,40,90,50
Model accuracy,p00715,1,2002,4,1,4,2,8,Yes,95,90,92,98,99,97,95,96,94,91,93,88,99,0,80,90,10,92,88,92,94,93,96,85,98,95,97,99,95,98,92,96,94,80,95,93,60,85,40,20,70,50
Model accuracy,p00716,1,1991,2,4,1,2,10,Yes,90,95,92,98,97,96,99,100,99,95,98,90,98,0,50,100,20,100,90,95,98,97,96,40,100,99,100,80,100,90,95,100,85,30,80,90,60,70,40,10,50,20
Model accuracy,p00717,1,1941,1,1,5,1,10,Yes,80,85,90,95,98,99,75,80,85,90,95,98,92,0,10,99,50,98,80,92,98,96,95,85,95,90,95,85,95,75,70,80,90,60,85,95,10,80,90,20,70,50
Model accuracy,p00718,2,1984,1,4,2,3,8,Yes,90,95,92,98,96,97,99,95,94,93,92,91,98,2,60,92,40,90,80,80,90,88,95,50,95,98,99,92,85,85,95,90,88,70,92,96,60,85,90,55,95,80
Model accuracy,p00719,1,2004,3,2,3,1,9,Yes,90,95,92,98,96,94,88,91,89,85,93,92,95,5,75,98,5,99,97,90,95,92,94,88,98,92,95,98,97,96,99,97,94,90,92,95,40,70,80,50,90,85
Model accuracy,p00720,1,1988,1,4,3,3,9,Yes,80,85,90,95,92,88,75,85,90,80,92,85,90,0,60,95,0,98,90,80,85,90,92,70,95,85,92,95,95,80,98,99,95,75,90,92,60,85,70,50,80,75
Model accuracy,p00721,2,1944,1,3,4,1,9,Yes,90,85,95,98,99,97,80,75,90,95,99,98,95,2,60,99,10,95,80,80,90,85,95,70,95,90,95,98,90,75,85,99,90,80,95,98,40,60,90,20,80,70
Model accuracy,p00722,1,2004,3,2,3,3,8,Yes,80,85,90,95,98,96,92,88,94,75,82,90,95,5,70,95,75,98,90,80,85,88,92,78,98,92,98,95,95,80,85,90,92,70,88,95,60,80,75,55,85,90
Model accuracy,p00723,1,1998,3,4,5,1,10,Yes,90,95,92,98,99,96,88,85,94,98,99,92,96,2,40,95,25,99,80,88,92,90,96,60,95,92,98,96,98,90,85,95,88,20,92,98,50,75,90,30,80,85
Model accuracy,p00724,1,1946,5,3,4,3,8,Yes,80,90,85,95,92,88,98,96,94,80,92,85,95,0,50,95,0,98,96,80,85,90,92,75,100,100,99,95,90,85,90,98,92,70,80,85,60,90,75,20,80,50
Model accuracy,p00725,2,1972,1,3,3,3,8,Yes,90,95,92,98,96,94,99,97,93,88,90,92,98,0,60,100,80,98,99,92,95,93,96,90,95,98,100,95,100,90,92,99,96,80,98,100,70,95,90,85,98,92
Model accuracy,p00726,2,2005,1,3,4,1,9,Yes,80,85,90,95,92,88,75,82,86,70,78,92,85,10,60,98,20,95,85,85,88,92,95,80,90,90,92,98,95,80,95,85,70,45,90,92,40,80,70,20,85,90
Model accuracy,p00727,2,1976,1,5,3,3,7,Yes,85,88,92,95,90,89,80,78,76,85,90,88,95,5,70,98,20,95,85,88,90,85,92,80,98,90,92,95,92,98,80,95,85,50,90,92,60,80,70,40,90,85
Model accuracy,p00728,1,1967,5,6,5,3,10,Yes,95,92,98,99,97,96,91,93,94,89,88,90,99,0,80,99,85,98,95,85,95,92,97,78,95,97,99,92,98,95,98,99,97,80,95,92,70,85,90,60,80,90
Model accuracy,p00729,2,1991,2,1,3,3,10,Yes,80,85,90,95,92,88,98,96,94,90,92,88,95,0,70,98,90,92,96,85,92,88,95,80,98,99,100,98,90,95,90,92,88,80,90,95,60,70,50,40,80,90
Model accuracy,p00730,2,1971,1,3,3,2,8,Yes,95,90,92,98,96,94,99,97,95,92,90,94,98,2,60,98,70,90,85,96,97,94,92,88,95,99,95,97,92,80,92,95,90,85,95,97,50,98,80,20,90,85
Model accuracy,p00731,2,1974,1,2,3,3,7,Yes,95,92,98,99,97,96,88,90,95,85,92,80,98,2,70,98,10,95,85,75,85,80,90,60,95,96,97,98,99,99,90,95,85,75,80,95,30,60,50,20,40,45
Model accuracy,p00732,2,1957,4,5,3,3,8,Yes,95,90,98,99,100,99,95,97,96,98,100,94,92,0,60,98,0,99,96,85,90,88,95,60,95,95,97,80,80,92,90,98,95,80,88,90,50,75,20,30,60,40
Model accuracy,p00733,2,1946,4,2,3,3,7,Yes,90,95,92,98,99,97,94,93,96,91,95,92,99,0,80,98,85,97,94,92,96,94,99,89,98,95,98,92,95,96,95,97,99,88,90,92,60,80,75,40,85,70
Model accuracy,p00734,2,2003,1,1,2,3,6,Yes,80,90,85,95,98,96,92,94,97,89,99,95,98,2,60,95,80,98,90,92,94,96,97,70,95,96,99,92,80,85,80,90,95,70,80,85,40,60,30,50,80,60
Model accuracy,p00735,1,1957,4,5,5,1,9,Yes,80,90,95,98,96,97,94,93,92,85,88,89,99,0,70,99,0,100,98,85,90,88,95,80,98,95,98,97,95,90,95,99,92,80,98,96,60,95,92,80,90,85
Model accuracy,p00736,1,1963,1,6,4,3,8,Yes,80,85,90,95,92,88,76,84,82,89,91,80,95,0,60,92,60,95,85,80,85,82,90,50,90,90,92,80,98,85,88,95,90,82,89,92,70,60,80,50,75,85
Model accuracy,p00737,1,1972,2,2,4,2,9,Yes,90,95,92,98,99,97,96,93,94,91,99,92,95,0,80,100,20,100,80,95,96,97,98,75,100,100,100,90,100,95,98,99,96,80,85,95,60,70,90,40,80,50
Model accuracy,p00738,1,1972,2,2,3,2,10,Yes,95,90,92,98,96,99,97,95,93,91,94,92,98,2,80,95,75,92,88,90,92,94,98,80,99,98,99,95,95,85,90,92,95,80,88,92,50,60,40,20,70,30
Model accuracy,p00739,1,2005,3,1,2,2,8,Yes,85,80,90,95,98,92,96,94,99,95,97,93,98,5,75,99,95,97,96,92,94,96,98,90,99,98,99,97,95,95,98,96,94,92,97,99,50,70,80,30,90,85
Model accuracy,p00740,2,1960,1,5,5,3,8,Yes,90,95,92,98,96,97,99,100,99,95,98,97,95,2,75,98,75,96,95,92,94,93,99,80,90,99,100,98,85,90,92,96,95,80,90,98,50,75,60,20,70,80
Model accuracy,p00741,2,1976,4,3,4,3,8,Yes,80,85,90,95,92,88,80,85,82,78,90,85,92,5,60,95,65,85,80,80,85,82,90,70,95,90,92,95,90,75,85,90,80,60,70,80,50,75,85,40,90,80
Model accuracy,p00742,1,1943,2,4,3,2,9,Yes,95,90,98,96,97,99,92,95,94,90,92,95,98,2,60,100,80,99,98,85,90,88,95,60,99,95,97,96,100,85,80,90,95,70,90,85,60,80,50,40,70,60
Model accuracy,p00743,1,1941,1,3,5,3,7,Yes,95,90,92,98,96,99,94,97,95,91,93,89,96,0,80,99,0,98,95,95,96,94,97,85,98,98,99,90,99,97,98,99,96,95,94,93,85,90,80,70,95,75
Model accuracy,p00744,1,1988,3,3,3,3,8,Yes,80,85,90,95,92,88,75,82,85,60,70,65,80,10,50,95,50,90,80,80,90,85,95,70,90,85,90,95,85,80,75,90,85,70,80,85,50,60,40,30,75,65
Model accuracy,p00745,1,2004,4,4,2,1,6,Yes,80,90,95,98,99,97,85,92,95,90,98,80,60,40,50,90,60,95,85,80,90,92,95,70,95,80,90,95,85,70,80,85,90,60,75,80,40,70,50,30,60,40
Model accuracy,p00746,1,1982,1,2,5,2,9,Yes,90,95,92,98,99,96,97,94,95,88,91,89,99,1,80,98,92,97,94,92,94,93,95,88,95,95,96,98,98,92,95,97,93,91,94,96,88,90,85,82,89,86
Model accuracy,p00747,1,1963,2,5,3,2,10,Yes,95,92,98,96,99,97,94,93,95,91,90,92,98,2,60,99,80,100,95,92,96,93,98,70,99,98,99,95,95,90,92,95,96,80,90,95,50,70,40,30,60,80
Model accuracy,p00748,1,1996,2,4,2,2,7,Yes,90,92,95,98,99,96,95,92,93,91,94,88,85,10,50,90,20,98,92,85,92,88,95,75,98,95,99,96,90,90,98,95,92,80,96,99,60,90,70,40,80,65
Model accuracy,p00749,2,1985,3,2,4,1,9,No,80,90,85,95,92,98,75,90,88,82,90,92,80,10,50,90,60,95,80,75,80,78,85,70,95,85,90,98,85,90,95,92,80,70,85,95,40,60,80,30,90,85
Model accuracy,p00750,1,1946,1,3,4,2,10,Yes,90,92,95,98,96,97,99,100,99,95,96,98,100,0,75,98,50,99,100,92,94,93,95,88,95,100,100,95,99,80,90,98,99,40,95,100,60,70,80,50,90,85
Interview Prof. Sebille,p00751,2,1954,1,2,2,3,6,Yes,80,85,90,95,98,92,88,96,94,82,89,86,78,0,40,98,30,95,92,88,90,92,95,80,98,96,99,85,92,90,88,95,92,80,85,98,50,60,40,70,90,80
Interview Prof. Sebille,p00752,2,1961,1,4,3,2,8,Yes,90,95,92,98,96,94,99,97,95,93,91,88,92,3,40,95,80,92,85,85,89,86,88,45,95,95,90,88,90,80,85,92,90,80,88,95,65,75,80,60,90,85
Interview Prof. Sebille,p00753,1,1952,1,5,5,1,8,Yes,80,85,90,95,92,88,78,80,85,70,75,80,65,15,50,95,10,98,90,92,90,88,95,80,98,85,92,95,95,80,95,98,90,70,85,95,20,50,60,10,30,40
Interview Prof. Sebille,p00754,1,1966,3,3,1,3,8,Yes,90,95,92,98,99,97,94,96,95,80,85,90,70,10,20,80,60,85,90,75,85,90,95,65,100,100,99,98,80,95,80,90,85,70,75,95,30,50,10,20,70,50
Interview Prof. Sebille,p00755,2,1987,1,3,3,1,9,Yes,85,90,95,98,99,97,80,75,82,60,65,70,50,20,40,98,80,92,90,80,90,85,95,75,95,95,99,98,85,80,85,90,95,70,75,80,40,60,50,30,65,55
Interview Prof. Sebille,p00756,2,1958,1,4,1,1,9,Yes,80,85,90,95,92,88,70,75,82,60,65,50,40,20,10,98,20,95,85,85,95,92,90,50,90,80,90,70,80,60,50,95,80,30,90,85,20,40,60,10,50,30
Interview Prof. Sebille,p00757,1,1981,1,3,3,2,7,Yes,95,90,92,98,99,97,95,94,93,96,98,92,99,0,70,95,80,90,85,80,85,88,92,60,95,98,99,95,90,80,90,95,85,75,88,92,60,80,70,55,85,75
Interview Prof. Sebille,p00758,1,2007,1,4,4,3,8,No,95,90,92,98,96,97,99,95,94,90,92,91,88,5,60,92,40,95,88,70,75,72,85,50,85,98,99,92,82,90,95,97,93,80,92,96,75,85,90,60,80,70
Interview Prof. Sebille,p00759,2,1969,5,4,2,1,7,No,80,85,90,95,98,92,88,89,94,70,75,80,60,25,40,98,80,92,90,85,92,88,95,75,95,95,98,99,90,95,92,90,88,80,95,98,50,70,60,40,80,55
Interview Prof. Sebille,p00760,1,1956,1,1,3,2,6,Yes,80,90,85,95,95,92,98,99,96,88,97,92,90,0,70,95,80,90,85,80,90,85,92,65,100,95,98,92,95,90,95,99,96,80,92,98,60,85,75,40,90,65
Interview Prof. Sebille,p00761,1,1994,3,2,3,1,8,Yes,80,85,90,95,98,92,88,85,90,60,70,80,40,0,50,100,0,90,80,70,80,85,95,40,95,60,70,50,90,80,90,95,85,70,80,95,20,40,50,30,60,40
Interview Prof. Sebille,p00762,1,1996,3,3,5,2,10,Yes,90,95,92,98,99,97,96,95,94,93,92,91,99,1,80,95,70,96,98,85,88,87,90,82,98,99,100,95,95,90,92,96,94,80,91,98,60,85,75,40,95,90
Interview Prof. Sebille,p00763,2,1967,3,3,5,1,10,Yes,90,85,95,100,98,97,92,91,88,76,81,72,65,0,20,98,5,95,85,82,88,92,90,60,85,80,92,95,95,90,98,95,85,80,92,90,60,95,98,20,80,50
Interview Prof. Sebille,p00764,1,1972,1,3,3,3,8,Yes,95,90,92,98,96,94,88,91,95,90,92,85,80,5,70,90,80,95,85,80,90,85,95,75,95,85,92,90,85,80,95,90,85,75,85,80,60,90,80,65,95,85
Interview Prof. Sebille,p00765,2,1979,1,2,2,1,8,Yes,80,85,90,95,92,88,75,70,65,40,45,30,60,0,20,95,0,98,92,70,80,85,90,60,50,80,90,85,90,95,98,99,80,30,90,95,20,50,10,40,80,60
Interview Prof. Sebille,p00766,1,1969,3,4,5,2,10,Yes,90,95,92,98,96,97,99,95,94,90,96,92,95,0,80,98,60,97,95,90,95,92,94,85,98,99,98,97,99,95,90,98,96,92,94,99,80,95,90,50,98,85
Interview Prof. Sebille,p00767,2,1988,1,4,4,1,7,Yes,80,85,90,95,95,92,80,85,88,70,75,90,60,20,30,90,10,95,80,60,65,70,85,40,95,90,98,90,80,60,70,85,80,40,50,95,20,30,15,40,80,60
Interview Prof. Sebille,p00768,2,2004,1,1,4,2,8,Yes,95,90,92,98,96,97,99,100,95,80,85,70,90,5,50,90,65,85,80,70,75,80,85,60,100,95,98,90,95,95,90,100,95,80,85,90,50,60,30,20,40,25
Interview Prof. Sebille,p00769,2,1947,3,2,5,3,9,No,90,85,88,92,95,98,80,82,84,76,78,90,95,2,60,95,80,98,92,80,85,82,90,75,98,90,95,85,90,80,82,95,90,70,85,98,60,80,90,50,85,75
Interview Prof. Sebille,p00770,2,1974,2,3,4,3,8,No,80,90,85,95,92,88,98,96,94,82,90,88,85,5,50,98,60,95,80,80,90,85,92,70,98,92,90,85,95,98,95,98,92,80,90,95,60,75,40,55,85,65
Interview Prof. Sebille,p00771,1,1976,3,5,1,2,9,Yes,90,95,92,98,97,96,99,95,92,88,90,85,95,0,80,100,95,98,97,95,98,96,99,92,100,99,100,95,99,99,98,97,96,92,95,99,80,90,85,75,95,88
Interview Prof. Sebille,p00772,1,1971,1,2,4,3,8,Yes,85,90,88,92,95,94,80,82,85,88,90,92,60,15,40,95,80,98,92,45,50,48,55,42,95,85,88,95,70,60,72,80,70,40,58,68,20,28,10,25,50,18
Interview Prof. Sebille,p00773,1,1955,1,4,2,2,8,Yes,90,85,95,98,99,97,92,94,96,85,88,92,95,5,80,95,70,98,92,95,92,98,97,88,99,90,95,88,90,85,90,92,98,75,95,90,50,70,40,60,80,65
Interview Prof. Sebille,p00774,2,1979,1,3,5,3,8,Yes,90,92,95,98,99,97,96,94,93,91,90,92,95,2,60,99,95,98,97,85,88,90,92,80,99,95,99,98,98,96,94,97,95,93,92,98,80,85,88,75,90,85
Interview Prof. Sebille,p00775,2,1956,1,1,5,2,10,Yes,90,95,98,99,100,98,90,95,92,88,96,85,99,0,80,100,90,99,98,98,99,98,97,95,95,95,97,92,100,90,95,99,98,80,92,96,50,75,60,40,80,70
Interview Prof. Sebille,p00776,1,1957,1,2,4,3,8,Yes,90,95,92,98,99,96,94,97,93,91,99,95,80,20,85,96,80,90,88,76,82,79,81,78,92,95,98,92,88,85,88,90,91,87,89,94,60,70,80,50,90,85
Interview Prof. Sebille,p00777,2,1952,3,5,1,2,6,Yes,90,95,92,98,99,97,96,95,94,90,92,88,98,2,10,98,95,97,96,92,96,93,94,90,99,99,98,97,95,90,95,92,91,88,89,96,85,80,70,65,90,60
Interview Prof. Sebille,p00778,2,1968,3,2,5,3,10,Yes,90,95,92,98,96,97,99,100,99,95,98,92,98,2,80,100,80,99,98,92,98,96,97,95,100,99,100,95,95,90,85,95,92,80,88,90,60,70,50,30,80,40
Interview Prof. Sebille,p00779,3,1945,1,1,3,3,10,Yes,85,80,90,95,92,96,98,99,97,100,99,95,90,0,60,98,0,99,96,92,94,93,97,88,95,100,99,98,80,95,90,92,94,91,89,93,75,70,50,65,80,60
Interview Prof. Sebille,p00780,2,2004,2,3,1,2,9,Yes,95,92,98,99,97,96,94,93,92,90,91,88,100,0,70,100,50,98,99,98,99,97,96,90,95,95,96,97,100,100,98,99,95,85,90,92,60,80,70,50,90,75
Interview Prof. Sebille,p00781,2,2000,3,1,4,3,7,Yes,80,85,90,95,92,88,98,96,94,82,89,86,90,10,30,98,80,96,92,85,92,90,95,88,95,95,98,85,98,90,98,96,95,88,92,90,50,80,70,60,85,75
Interview Prof. Sebille,p00782,1,1993,1,2,3,1,10,Yes,85,90,92,95,98,96,88,89,91,80,82,84,60,40,70,98,70,95,92,85,92,88,90,80,90,96,98,94,95,88,95,92,90,85,98,95,75,80,88,60,90,85
Interview Prof. Sebille,p00783,1,2004,5,3,1,2,7,Yes,80,90,85,95,92,88,98,96,94,90,92,95,99,0,60,100,80,98,96,98,99,97,95,60,95,99,100,95,100,90,85,92,88,80,95,90,70,80,75,50,85,60
Interview Prof. Sebille,p00784,1,1977,3,2,2,1,8,No,50,60,70,80,85,90,50,60,65,75,80,90,40,20,60,95,20,90,80,50,55,60,75,40,70,70,85,95,85,90,98,99,92,70,80,95,20,30,45,55,80,60
Interview Prof. Sebille,p00785,2,1976,1,1,5,1,9,No,80,85,90,95,98,99,20,10,5,0,0,0,50,25,90,100,0,90,80,60,80,70,95,40,20,30,40,50,70,60,70,80,90,20,30,40,10,25,50,80,30,40
Interview Prof. Sebille,p00786,1,1995,1,3,3,3,5,Yes,80,85,90,95,92,88,98,96,94,82,90,92,85,0,60,90,60,85,80,88,92,90,95,82,95,95,98,92,80,80,90,95,88,60,85,92,20,80,40,50,70,30
Interview Prof. Sebille,p00787,1,1947,1,2,4,3,9,Yes,80,85,90,95,92,88,98,96,94,90,92,95,99,0,50,100,0,100,90,85,90,95,98,80,100,100,100,98,98,95,90,99,96,85,98,100,80,90,70,50,85,75
Interview Prof. Sebille,p00788,2,2001,1,4,4,1,8,Yes,80,85,90,95,92,88,80,75,82,60,70,40,30,20,60,95,70,80,85,70,80,85,90,60,90,90,95,92,95,98,92,95,85,70,80,90,20,40,60,10,80,70
Interview Prof. Sebille,p00789,2,1986,1,2,2,3,6,Yes,80,85,90,95,92,88,96,98,91,70,75,65,85,0,40,90,70,85,80,80,85,82,95,65,95,95,98,92,90,85,90,88,95,80,92,98,75,70,60,55,90,80
Interview Prof. Sebille,p00790,1,1967,1,5,2,3,10,Yes,80,90,85,95,92,88,98,96,94,82,90,88,92,5,50,99,50,98,90,92,90,88,95,80,95,98,95,99,98,98,95,92,88,80,90,98,50,70,60,30,80,40
Interview Prof. Sebille,p00791,1,1989,1,2,3,1,5,No,50,40,45,80,85,75,35,30,25,10,15,20,20,5,60,95,5,85,80,50,55,60,65,40,70,20,25,30,90,65,75,80,70,60,55,85,20,30,25,15,40,10
Interview Prof. Sebille,p00792,2,1947,1,3,4,1,8,Yes,80,85,90,95,98,92,88,85,90,75,80,82,60,20,50,95,20,98,80,75,80,85,90,70,85,85,90,95,90,60,70,80,85,20,40,60,10,50,30,20,80,40
Interview Prof. Sebille,p00793,2,1980,1,3,3,3,8,Yes,90,95,92,98,99,97,96,95,94,93,92,91,85,15,55,95,40,96,90,88,90,89,92,78,95,80,85,75,80,85,95,90,92,80,88,96,60,90,75,40,80,70
Interview Prof. Sebille,p00794,1,1974,1,4,3,3,8,Yes,95,90,92,98,96,97,99,95,94,90,92,88,85,0,40,80,0,90,75,85,90,88,92,60,80,95,98,92,70,85,90,95,80,60,70,85,60,75,80,40,95,90
Interview Prof. Sebille,p00795,1,1984,3,2,4,3,9,Yes,90,95,92,98,97,96,94,93,91,88,89,86,92,4,80,98,60,99,95,85,90,88,92,80,96,96,97,98,95,92,91,95,94,90,93,97,45,85,70,20,90,75
Interview Prof. Sebille,p00796,2,1940,2,3,3,3,7,No,90,95,92,98,99,97,96,94,93,91,90,89,88,5,60,95,80,90,85,85,90,88,92,65,95,97,98,95,80,80,90,95,85,75,80,92,60,70,50,30,80,40
Interview Prof. Sebille,p00797,1,2002,1,4,4,2,9,Yes,95,90,98,99,97,96,94,92,91,88,89,87,95,5,50,99,60,98,97,92,93,94,95,85,98,96,95,99,98,80,90,95,92,88,96,98,75,80,90,65,85,95
Interview Prof. Sebille,p00798,1,1971,1,2,3,3,8,Yes,80,85,90,95,92,98,88,85,90,80,95,75,92,5,60,98,70,95,85,85,90,88,95,80,98,90,95,80,95,92,98,95,90,70,80,92,60,85,75,70,90,80
Interview Prof. Sebille,p00799,1,1942,1,3,3,3,10,Yes,80,85,90,95,92,88,98,97,96,95,94,93,99,0,50,100,80,99,98,97,99,98,95,85,98,100,99,95,92,96,97,98,94,85,92,99,60,80,75,70,90,95
Interview Prof. Sebille,p00800,2,1998,1,4,4,3,9,Yes,95,98,96,92,95,94,88,90,91,85,92,89,95,5,80,99,60,100,98,85,92,90,95,78,98,95,96,92,98,85,90,95,88,80,92,95,60,85,90,40,80,70
Extreme weather predictions,p00801,2,1944,1,1,1,3,6,No,70,80,75,95,90,92,85,88,86,75,80,78,60,10,40,85,10,95,90,60,75,80,78,45,70,80,85,75,65,65,70,85,90,55,80,95,50,75,60,85,90,80
Extreme weather predictions,p00802,2,1994,1,5,5,1,8,Yes,95,92,98,100,99,97,96,93,95,92,94,99,80,20,50,98,0,99,97,85,90,95,92,80,75,95,96,90,70,85,92,95,98,0,90,97,10,80,95,20,85,90
Extreme weather predictions,p00803,1,1976,1,1,3,3,8,Yes,80,75,70,90,85,95,60,55,65,40,50,45,30,0,20,90,0,95,80,80,85,90,75,60,90,70,85,60,70,90,80,95,70,50,60,80,10,25,15,50,20,10
Extreme weather predictions,p00804,1,1970,1,3,4,2,8,Yes,90,95,92,98,99,96,97,94,95,90,91,93,98,5,80,95,88,90,91,92,94,96,98,89,95,96,97,98,90,80,85,92,90,78,87,95,60,80,70,40,85,65
Extreme weather predictions,p00805,2,2002,1,3,2,3,5,Yes,90,85,92,98,95,96,88,92,90,85,92,90,80,5,60,95,10,98,90,85,90,92,88,75,95,85,92,80,70,95,98,90,85,75,92,95,70,90,80,50,85,75
Extreme weather predictions,p00806,1,2008,1,4,3,2,9,Yes,90,95,92,98,97,96,94,93,91,88,89,90,95,0,60,98,5,95,92,85,87,92,90,80,99,95,96,98,100,85,90,92,88,76,95,85,60,90,80,40,95,90
Extreme weather predictions,p00807,1,1964,3,5,5,3,9,Yes,95,92,98,99,97,96,94,95,93,91,97,92,98,2,80,98,88,96,94,94,96,97,95,92,95,95,98,97,90,92,90,96,94,88,92,95,70,85,80,40,90,80
Extreme weather predictions,p00808,1,1947,1,3,3,2,9,Yes,80,85,90,95,98,96,99,97,99,95,98,92,95,5,20,90,10,95,80,92,95,98,88,70,90,99,100,90,80,85,95,98,80,50,90,85,40,60,20,10,80,50
Extreme weather predictions,p00809,1,1999,1,4,4,1,7,No,90,85,92,95,98,96,88,85,92,80,90,95,65,5,60,95,20,98,92,75,80,95,90,70,70,90,92,95,85,80,85,98,90,40,75,95,50,80,60,10,85,70
Extreme weather predictions,p00810,1,1948,5,3,4,1,3,No,70,85,90,95,98,92,75,80,85,60,70,65,45,20,50,90,20,95,85,65,70,75,80,40,80,60,80,70,85,80,90,95,85,60,75,80,20,50,30,10,60,40
Extreme weather predictions,p00811,1,1970,3,3,5,3,10,Yes,90,95,92,98,97,96,94,93,95,91,99,92,85,5,70,95,60,98,92,88,95,92,90,80,80,88,96,85,90,80,90,95,92,70,85,95,40,60,80,10,70,50
Extreme weather predictions,p00812,1,1988,4,1,3,3,8,Yes,75,80,85,90,92,95,98,99,97,60,65,70,80,20,50,95,20,98,97,80,85,88,92,78,90,99,100,95,85,85,90,92,88,80,95,98,75,80,85,50,90,95
Extreme weather predictions,p00813,2,1964,1,3,4,3,7,Yes,95,92,98,99,97,96,94,93,95,91,90,92,85,5,60,98,10,99,95,88,89,90,94,85,80,92,90,88,75,60,80,85,95,50,70,90,30,80,40,10,70,50
Extreme weather predictions,p00814,1,1981,1,3,4,2,10,Yes,90,95,92,98,96,97,99,100,95,85,92,90,98,2,80,100,50,90,80,96,97,98,95,92,95,98,99,95,100,100,90,92,85,80,95,100,60,70,85,30,90,80
Extreme weather predictions,p00815,1,1941,1,4,3,2,8,Yes,80,85,90,95,92,88,98,99,96,75,80,92,100,0,50,100,70,95,98,85,88,92,90,82,95,100,99,95,90,90,92,98,95,85,88,92,60,80,90,50,95,85
Extreme weather predictions,p00816,1,1958,1,2,1,4,10,No,80,85,90,95,92,88,98,96,94,82,90,78,88,12,60,98,80,96,94,88,90,95,92,82,98,95,98,92,92,80,90,96,94,78,86,92,50,60,40,30,80,70
Extreme weather predictions,p00817,1,1947,1,2,1,3,7,Yes,80,85,90,95,92,88,82,89,91,85,90,92,75,15,50,95,10,98,85,60,70,85,90,45,65,80,90,60,80,50,70,80,85,20,75,90,60,80,70,40,85,50
Extreme weather predictions,p00818,1,1987,3,1,1,1,8,No,80,85,75,90,95,92,88,82,89,70,78,60,25,20,50,90,0,95,92,28,38,48,58,32,30,40,45,60,40,25,35,50,40,20,30,45,10,60,40,80,50,20
Extreme weather predictions,p00819,2,1979,1,2,4,1,8,No,90,92,95,98,97,96,88,91,94,85,89,93,65,20,60,98,10,99,100,75,85,90,95,60,80,90,95,98,70,80,70,85,90,60,75,95,30,80,90,20,50,60
Extreme weather predictions,p00820,2,2000,1,1,1,3,2,No,60,70,65,80,85,90,75,70,80,60,50,55,40,20,30,90,20,85,80,45,50,55,60,40,90,75,80,90,80,70,85,95,80,20,90,70,50,60,40,30,80,20
Extreme weather predictions,p00821,2,2001,1,3,4,3,6,No,95,92,90,98,96,94,95,93,91,88,92,89,98,2,50,98,20,95,92,92,95,94,90,85,90,80,90,75,75,70,85,95,92,60,80,90,40,70,50,30,80,60
Extreme weather predictions,p00822,2,1999,1,4,4,1,10,Yes,80,85,90,95,92,89,88,87,86,75,83,92,90,5,50,95,60,90,85,85,90,92,88,80,80,80,85,90,95,70,95,92,88,80,85,90,50,70,60,40,80,50
Extreme weather predictions,p00823,1,2002,1,5,5,1,8,Yes,90,85,95,98,92,88,78,82,80,50,72,40,85,0,20,95,20,90,85,85,92,88,80,82,95,80,92,95,90,70,90,98,85,40,80,92,20,60,50,10,80,40
Extreme weather predictions,p00824,1,1975,1,5,1,3,9,Yes,90,92,95,98,97,96,94,93,99,95,98,96,80,5,60,98,10,99,95,88,92,95,97,82,85,85,87,90,90,70,80,90,95,60,85,98,30,75,40,50,80,60
Extreme weather predictions,p00825,1,1986,1,5,1,2,10,Yes,85,90,95,98,96,97,92,94,93,88,99,91,100,0,20,98,70,99,95,80,85,95,90,78,95,85,95,90,90,80,85,98,92,75,88,95,60,80,90,65,85,75
